frame_index,timestamp,tile_index
520,8.666666666666666,79
525,8.75,78
530,8.833333333333332,78
535,8.916666666666666,78
540,9.0,78
545,9.083333333333332,78
550,9.166666666666666,78
555,9.25,78
560,9.333333333333332,78
565,9.416666666666666,78
570,9.5,78
575,9.583333333333332,77
580,9.666666666666666,77
585,9.75,77
590,9.833333333333332,77
595,9.916666666666666,77
600,10.0,76
605,10.083333333333332,76
610,10.166666666666666,76
615,10.25,76
620,10.333333333333332,75
625,10.416666666666666,75
630,10.5,75
635,10.583333333333332,75
640,10.666666666666666,75
645,10.75,74
650,10.833333333333332,74
655,10.916666666666666,74
660,11.0,74
665,11.083333333333332,74
670,11.166666666666666,73
675,11.25,73
680,11.333333333333332,73
685,11.416666666666666,73
690,11.5,73
695,11.583333333333332,72
700,11.666666666666666,72
705,11.75,72
710,11.833333333333332,72
715,11.916666666666666,72
720,12.0,72
725,12.083333333333332,73
730,12.166666666666666,73
735,12.25,73
740,12.333333333333332,74
745,12.416666666666666,75
750,12.5,75
755,12.583333333333332,76
760,12.666666666666666,76
765,12.75,76
770,12.833333333333332,76
775,12.916666666666666,76
780,13.0,76
785,13.083333333333332,77
790,13.166666666666666,77
795,13.25,77
800,13.333333333333332,77
805,13.416666666666666,77
810,13.5,77
815,13.583333333333332,78
820,13.666666666666666,78
825,13.75,78
830,13.833333333333332,78
835,13.916666666666666,79
840,14.0,79
845,14.083333333333332,79
850,14.166666666666666,79
855,14.25,79
860,14.333333333333332,79
865,14.416666666666666,79
870,14.5,79
875,14.583333333333332,79
880,14.666666666666666,79
885,14.75,79
890,14.833333333333332,79
895,14.916666666666666,78
900,15.0,78
905,15.083333333333332,78
910,15.166666666666666,78
915,15.25,78
920,15.333333333333332,77
925,15.416666666666666,77
930,15.5,77
935,15.583333333333332,76
940,15.666666666666666,76
945,15.75,76
950,15.833333333333332,76
955,15.916666666666666,76
960,16.0,75
965,16.083333333333332,75
970,16.166666666666664,75
975,16.25,74
980,16.333333333333332,74
985,16.416666666666664,74
990,16.5,73
995,16.583333333333332,73
1000,16.666666666666664,73
1005,16.75,73
1010,16.833333333333332,72
1015,16.916666666666664,72
1020,17.0,72
1025,17.083333333333332,72
1030,17.166666666666664,72
1035,17.25,73
1040,17.333333333333332,73
1045,17.416666666666664,73
1050,17.5,74
1055,17.583333333333332,74
1060,17.666666666666664,75
1065,17.75,75
1070,17.833333333333332,76
1075,17.916666666666664,77
1080,18.0,77
1085,18.083333333333332,77
1090,18.166666666666664,77
1095,18.25,77
1100,18.333333333333332,77
1105,18.416666666666664,78
1110,18.5,78
1115,18.583333333333332,78
1120,18.666666666666664,79
1125,18.75,79
1130,18.833333333333332,79
1135,18.916666666666664,79
1140,19.0,79
1145,19.083333333333332,79
1150,19.166666666666664,79
1155,19.25,79
1160,19.333333333333332,79
1165,19.416666666666664,79
1170,19.5,79
1175,19.583333333333332,78
1180,19.666666666666664,78
1185,19.75,78
1190,19.833333333333332,78
1195,19.916666666666664,78
1200,20.0,77
1205,20.083333333333332,77
1210,20.166666666666664,77
1215,20.25,77
1220,20.333333333333332,77
1225,20.416666666666664,77
1230,20.5,77
1235,20.583333333333332,77
1240,20.666666666666664,77
1245,20.75,77
1250,20.833333333333332,77
1255,20.916666666666664,77
1260,21.0,77
1265,21.083333333333332,77
1270,21.166666666666664,77
1275,21.25,77
1280,21.333333333333332,77
1285,21.416666666666664,76
1290,21.5,76
1295,21.583333333333332,76
1300,21.666666666666664,76
1305,21.75,76
1310,21.833333333333332,76
1315,21.916666666666664,75
1320,22.0,75
1325,22.083333333333332,75
1330,22.166666666666664,75
1335,22.25,75
1340,22.333333333333332,74
1345,22.416666666666664,74
1350,22.5,74
1355,22.583333333333332,73
1360,22.666666666666664,73
1365,22.75,73
1370,22.833333333333332,73
1375,22.916666666666664,73
1380,23.0,73
1385,23.083333333333332,73
1390,23.166666666666664,72
1395,23.25,72
1400,23.333333333333332,72
1405,23.416666666666664,72
1410,23.5,72
1415,23.583333333333332,72
1420,23.666666666666664,72
1425,23.75,71
1430,23.833333333333332,71
1435,23.916666666666664,71
1440,24.0,71
1445,24.083333333333332,71
1450,24.166666666666664,71
1455,24.25,72
1460,24.333333333333332,72
1465,24.416666666666664,73
1470,24.5,73
1475,24.583333333333332,74
1480,24.666666666666664,74
1485,24.75,75
1490,24.833333333333332,75
1495,24.916666666666664,75
1500,25.0,76
1505,25.083333333333332,76
1510,25.166666666666664,77
1515,25.25,77
1520,25.333333333333332,77
1525,25.416666666666664,77
1530,25.5,77
1535,25.583333333333332,77
1540,25.666666666666664,76
1545,25.75,76
1550,25.833333333333332,76
1555,25.916666666666664,76
1560,26.0,76
1565,26.083333333333332,76
1570,26.166666666666664,76
1575,26.25,76
1580,26.333333333333332,76
1585,26.416666666666664,76
1590,26.5,76
1595,26.583333333333332,76
1600,26.666666666666664,76
1605,26.75,76
1610,26.833333333333332,76
1615,26.916666666666664,77
1620,27.0,77
1625,27.083333333333332,77
1630,27.166666666666664,77
1635,27.25,77
1640,27.333333333333332,77
1645,27.416666666666664,77
1650,27.5,77
1655,27.583333333333332,77
1660,27.666666666666664,77
1665,27.75,77
1670,27.833333333333332,77
1675,27.916666666666664,76
1680,28.0,76
1685,28.083333333333332,76
1690,28.166666666666664,76
1695,28.25,76
1700,28.333333333333332,76
1705,28.416666666666664,76
1710,28.5,76
1715,28.583333333333332,76
1720,28.666666666666664,76
1725,28.75,76
1730,28.833333333333332,76
1735,28.916666666666664,75
1740,29.0,75
1745,29.083333333333332,75
1750,29.166666666666664,75
1755,29.25,75
1760,29.333333333333332,75
1765,29.416666666666664,75
1770,29.5,75
1775,29.583333333333332,75
1780,29.666666666666664,75
1785,29.75,74
1790,29.833333333333332,74
1795,29.916666666666664,74
1800,30.0,74
1805,30.083333333333332,74
